time	event_type	event	left	right	bottom	top
2.568	stimulus	1a	0.283	0.384	0.412	0.582
11.568	stimulus	1b	0.616	0.718	0.412	0.582
17.568	stimulus	2a	0.283	0.384	0.412	0.582
24.568	stimulus	2b	0.616	0.718	0.412	0.582
31.568	stimulus	1a	0.283	0.384	0.412	0.582
43.568	stimulus	1b	0.616	0.718	0.412	0.582
51.568	stimulus	2a	0.283	0.384	0.412	0.582
61.568	stimulus	2b	0.616	0.718	0.412	0.582
70.568	stimulus	1a	0.283	0.384	0.412	0.582
77.568	stimulus	1b	0.616	0.718	0.412	0.582
84.568	stimulus	2a	0.283	0.384	0.412	0.582
92.568	stimulus	2b	0.616	0.718	0.412	0.582
97.568	stimulus	1a	0.283	0.384	0.412	0.582
104.568	stimulus	1b	0.616	0.718	0.412	0.582
110.568	stimulus	2a	0.283	0.384	0.412	0.582
121.568	stimulus	2b	0.616	0.718	0.412	0.582
127.568	stimulus	1a	0.283	0.384	0.412	0.582
132.568	stimulus	1b	0.616	0.718	0.412	0.582
141.568	stimulus	2a	0.283	0.384	0.412	0.582
147.568	stimulus	2b	0.616	0.718	0.412	0.582
153.568	stimulus	1a	0.283	0.384	0.412	0.582
162.568	stimulus	1b	0.616	0.718	0.412	0.582
169.568	stimulus	2a	0.283	0.384	0.412	0.582
180.568	stimulus	2b	0.616	0.718	0.412	0.582
188.568	stimulus	1a	0.283	0.384	0.412	0.582
192.568	stimulus	1b	0.616	0.718	0.412	0.582
199.568	stimulus	2a	0.283	0.384	0.412	0.582
205.568	stimulus	2b	0.616	0.718	0.412	0.582
212.568	stimulus	1a	0.283	0.384	0.412	0.582
219.568	stimulus	1b	0.616	0.718	0.412	0.582
223.568	stimulus	2a	0.283	0.384	0.412	0.582
227.568	stimulus	2b	0.616	0.718	0.412	0.582
234.568	stimulus	1a	0.283	0.384	0.412	0.582
244.568	stimulus	1b	0.616	0.718	0.412	0.582
249.568	stimulus	2a	0.283	0.384	0.412	0.582
257.568	stimulus	2b	0.616	0.718	0.412	0.582
265.568	stimulus	1a	0.283	0.384	0.412	0.582
273.568	stimulus	1b	0.616	0.718	0.412	0.582
281.568	stimulus	2a	0.283	0.384	0.412	0.582
287.568	stimulus	2b	0.616	0.718	0.412	0.582
292.568	stimulus	1a	0.283	0.384	0.412	0.582
302.568	stimulus	1b	0.616	0.718	0.412	0.582
2.568	virtual	S	NA	NA	NA	NA
4.632	response	R	NA	NA	NA	NA
5.868	response	R	NA	NA	NA	NA
7.400	response	R	NA	NA	NA	NA
8.300	response	R	NA	NA	NA	NA
9.300	response	R	NA	NA	NA	NA
11.212	response	R	NA	NA	NA	NA
11.293	response	R	NA	NA	NA	NA
12.347	response	R	NA	NA	NA	NA
13.322	response	R	NA	NA	NA	NA
14.232	response	R	NA	NA	NA	NA
14.999	response	R	NA	NA	NA	NA
16.032	response	R	NA	NA	NA	NA
16.932	response	R	NA	NA	NA	NA
17.964	response	R	NA	NA	NA	NA
19.000	response	R	NA	NA	NA	NA
20.632	response	R	NA	NA	NA	NA
22.700	response	R	NA	NA	NA	NA
24.300	response	R	NA	NA	NA	NA
25.600	response	R	NA	NA	NA	NA
27.300	response	R	NA	NA	NA	NA
29.032	response	R	NA	NA	NA	NA
30.300	response	R	NA	NA	NA	NA
31.664	response	R	NA	NA	NA	NA
33.064	response	R	NA	NA	NA	NA
34.200	response	R	NA	NA	NA	NA
35.232	response	R	NA	NA	NA	NA
36.300	response	R	NA	NA	NA	NA
37.400	response	R	NA	NA	NA	NA
38.332	response	R	NA	NA	NA	NA
39.464	response	R	NA	NA	NA	NA
40.532	response	R	NA	NA	NA	NA
41.496	response	R	NA	NA	NA	NA
42.696	response	R	NA	NA	NA	NA
43.796	response	R	NA	NA	NA	NA
45.032	response	R	NA	NA	NA	NA
46.064	response	R	NA	NA	NA	NA
47.096	response	R	NA	NA	NA	NA
48.296	response	R	NA	NA	NA	NA
49.296	response	R	NA	NA	NA	NA
50.396	response	R	NA	NA	NA	NA
51.396	response	R	NA	NA	NA	NA
52.296	response	R	NA	NA	NA	NA
53.196	response	R	NA	NA	NA	NA
54.396	response	R	NA	NA	NA	NA
56.096	response	R	NA	NA	NA	NA
57.464	response	R	NA	NA	NA	NA
58.996	response	R	NA	NA	NA	NA
60.032	response	R	NA	NA	NA	NA
61.096	response	R	NA	NA	NA	NA
62.296	response	R	NA	NA	NA	NA
63.632	response	R	NA	NA	NA	NA
64.964	response	R	NA	NA	NA	NA
66.196	response	R	NA	NA	NA	NA
67.396	response	R	NA	NA	NA	NA
68.564	response	R	NA	NA	NA	NA
69.864	response	R	NA	NA	NA	NA
71.028	response	R	NA	NA	NA	NA
72.396	response	R	NA	NA	NA	NA
73.764	response	R	NA	NA	NA	NA
74.928	response	R	NA	NA	NA	NA
76.064	response	R	NA	NA	NA	NA
77.296	response	R	NA	NA	NA	NA
78.564	response	R	NA	NA	NA	NA
79.664	response	R	NA	NA	NA	NA
80.796	response	R	NA	NA	NA	NA
82.128	response	R	NA	NA	NA	NA
83.228	response	R	NA	NA	NA	NA
85.296	response	R	NA	NA	NA	NA
85.464	response	R	NA	NA	NA	NA
86.664	response	R	NA	NA	NA	NA
87.996	response	R	NA	NA	NA	NA
89.328	response	R	NA	NA	NA	NA
90.429	response	R	NA	NA	NA	NA
91.596	response	R	NA	NA	NA	NA
92.728	response	R	NA	NA	NA	NA
93.764	response	R	NA	NA	NA	NA
94.996	response	R	NA	NA	NA	NA
96.196	response	R	NA	NA	NA	NA
97.496	response	R	NA	NA	NA	NA
98.619	response	R	NA	NA	NA	NA
99.847	response	R	NA	NA	NA	NA
101.026	response	R	NA	NA	NA	NA
102.280	response	R	NA	NA	NA	NA
103.505	response	R	NA	NA	NA	NA
104.735	response	R	NA	NA	NA	NA
105.928	response	R	NA	NA	NA	NA
106.928	response	R	NA	NA	NA	NA
107.996	response	R	NA	NA	NA	NA
109.096	response	R	NA	NA	NA	NA
110.360	response	R	NA	NA	NA	NA
111.428	response	R	NA	NA	NA	NA
112.596	response	R	NA	NA	NA	NA
114.028	response	R	NA	NA	NA	NA
115.196	response	R	NA	NA	NA	NA
116.428	response	R	NA	NA	NA	NA
117.796	response	R	NA	NA	NA	NA
119.060	response	R	NA	NA	NA	NA
120.296	response	R	NA	NA	NA	NA
121.460	response	R	NA	NA	NA	NA
122.560	response	R	NA	NA	NA	NA
123.828	response	R	NA	NA	NA	NA
125.028	response	R	NA	NA	NA	NA
126.160	response	R	NA	NA	NA	NA
127.528	response	R	NA	NA	NA	NA
128.592	response	R	NA	NA	NA	NA
129.860	response	R	NA	NA	NA	NA
130.976	response	R	NA	NA	NA	NA
132.048	response	R	NA	NA	NA	NA
133.317	response	R	NA	NA	NA	NA
134.469	response	R	NA	NA	NA	NA
136.628	response	R	NA	NA	NA	NA
136.760	response	R	NA	NA	NA	NA
137.792	response	R	NA	NA	NA	NA
138.760	response	R	NA	NA	NA	NA
139.860	response	R	NA	NA	NA	NA
140.928	response	R	NA	NA	NA	NA
141.892	response	R	NA	NA	NA	NA
142.992	response	R	NA	NA	NA	NA
143.960	response	R	NA	NA	NA	NA
144.928	response	R	NA	NA	NA	NA
146.128	response	R	NA	NA	NA	NA
147.392	response	R	NA	NA	NA	NA
148.360	response	R	NA	NA	NA	NA
149.360	response	R	NA	NA	NA	NA
150.360	response	R	NA	NA	NA	NA
151.360	response	R	NA	NA	NA	NA
152.492	response	R	NA	NA	NA	NA
153.492	response	R	NA	NA	NA	NA
154.592	response	R	NA	NA	NA	NA
155.692	response	R	NA	NA	NA	NA
156.724	response	R	NA	NA	NA	NA
157.824	response	R	NA	NA	NA	NA
158.860	response	R	NA	NA	NA	NA
159.960	response	R	NA	NA	NA	NA
161.024	response	R	NA	NA	NA	NA
161.992	response	R	NA	NA	NA	NA
163.224	response	R	NA	NA	NA	NA
164.092	response	R	NA	NA	NA	NA
165.024	response	R	NA	NA	NA	NA
165.924	response	R	NA	NA	NA	NA
166.860	response	R	NA	NA	NA	NA
167.992	response	R	NA	NA	NA	NA
168.924	response	R	NA	NA	NA	NA
169.892	response	R	NA	NA	NA	NA
170.892	response	R	NA	NA	NA	NA
172.124	response	R	NA	NA	NA	NA
173.424	response	R	NA	NA	NA	NA
174.585	response	R	NA	NA	NA	NA
176.037	response	R	NA	NA	NA	NA
177.192	response	R	NA	NA	NA	NA
178.424	response	R	NA	NA	NA	NA
179.692	response	R	NA	NA	NA	NA
180.824	response	R	NA	NA	NA	NA
181.892	response	R	NA	NA	NA	NA
183.060	response	R	NA	NA	NA	NA
184.360	response	R	NA	NA	NA	NA
185.692	response	R	NA	NA	NA	NA
186.692	response	R	NA	NA	NA	NA
187.756	response	R	NA	NA	NA	NA
188.956	response	R	NA	NA	NA	NA
190.172	response	R	NA	NA	NA	NA
191.314	response	R	NA	NA	NA	NA
192.502	response	R	NA	NA	NA	NA
193.626	response	R	NA	NA	NA	NA
194.904	response	R	NA	NA	NA	NA
196.124	response	R	NA	NA	NA	NA
197.456	response	R	NA	NA	NA	NA
198.492	response	R	NA	NA	NA	NA
200.492	response	R	NA	NA	NA	NA
200.492	response	R	NA	NA	NA	NA
201.624	response	R	NA	NA	NA	NA
202.892	response	R	NA	NA	NA	NA
204.124	response	R	NA	NA	NA	NA
205.256	response	R	NA	NA	NA	NA
206.556	response	R	NA	NA	NA	NA
207.692	response	R	NA	NA	NA	NA
208.824	response	R	NA	NA	NA	NA
209.956	response	R	NA	NA	NA	NA
211.024	response	R	NA	NA	NA	NA
212.256	response	R	NA	NA	NA	NA
213.456	response	R	NA	NA	NA	NA
214.588	response	R	NA	NA	NA	NA
215.656	response	R	NA	NA	NA	NA
216.588	response	R	NA	NA	NA	NA
217.788	response	R	NA	NA	NA	NA
218.788	response	R	NA	NA	NA	NA
