time	event_type	event	left	right	bottom	top
3.732	stimulus	1a	0.283	0.384	0.412	0.582
9.732	stimulus	1b	0.616	0.718	0.412	0.582
18.732	stimulus	2a	0.283	0.384	0.412	0.582
26.732	stimulus	2b	0.616	0.718	0.412	0.582
37.732	stimulus	1a	0.283	0.384	0.412	0.582
49.732	stimulus	1b	0.616	0.718	0.412	0.582
56.732	stimulus	2a	0.283	0.384	0.412	0.582
64.732	stimulus	2b	0.616	0.718	0.412	0.582
69.732	stimulus	1a	0.283	0.384	0.412	0.582
78.732	stimulus	1b	0.616	0.718	0.412	0.582
85.732	stimulus	2a	0.283	0.384	0.412	0.582
92.732	stimulus	2b	0.616	0.718	0.412	0.582
100.732	stimulus	1a	0.283	0.384	0.412	0.582
107.732	stimulus	1b	0.616	0.718	0.412	0.582
114.732	stimulus	2a	0.283	0.384	0.412	0.582
122.732	stimulus	2b	0.616	0.718	0.412	0.582
126.732	stimulus	1a	0.283	0.384	0.412	0.582
138.732	stimulus	1b	0.616	0.718	0.412	0.582
146.732	stimulus	2a	0.283	0.384	0.412	0.582
153.732	stimulus	2b	0.616	0.718	0.412	0.582
157.732	stimulus	1a	0.283	0.384	0.412	0.582
166.732	stimulus	1b	0.616	0.718	0.412	0.582
171.732	stimulus	2a	0.283	0.384	0.412	0.582
178.732	stimulus	2b	0.616	0.718	0.412	0.582
187.732	stimulus	1a	0.283	0.384	0.412	0.582
193.732	stimulus	1b	0.616	0.718	0.412	0.582
204.732	stimulus	2a	0.283	0.384	0.412	0.582
210.732	stimulus	2b	0.616	0.718	0.412	0.582
220.732	stimulus	1a	0.283	0.384	0.412	0.582
229.732	stimulus	1b	0.616	0.718	0.412	0.582
236.732	stimulus	2a	0.283	0.384	0.412	0.582
243.732	stimulus	2b	0.616	0.718	0.412	0.582
249.732	stimulus	1a	0.283	0.384	0.412	0.582
260.732	stimulus	1b	0.616	0.718	0.412	0.582
269.732	stimulus	2a	0.283	0.384	0.412	0.582
275.732	stimulus	2b	0.616	0.718	0.412	0.582
286.732	stimulus	1a	0.283	0.384	0.412	0.582
292.732	stimulus	1b	0.616	0.718	0.412	0.582
299.732	stimulus	2a	0.283	0.384	0.412	0.582
303.732	stimulus	2b	0.616	0.718	0.412	0.582
3.732	virtual	S	NA	NA	NA	NA
5.400	response	R	NA	NA	NA	NA
6.464	response	R	NA	NA	NA	NA
7.464	response	R	NA	NA	NA	NA
8.532	response	R	NA	NA	NA	NA
9.496	response	R	NA	NA	NA	NA
10.496	response	R	NA	NA	NA	NA
11.388	response	R	NA	NA	NA	NA
12.326	response	R	NA	NA	NA	NA
13.368	response	R	NA	NA	NA	NA
14.528	response	R	NA	NA	NA	NA
15.564	response	R	NA	NA	NA	NA
16.632	response	R	NA	NA	NA	NA
17.542	response	R	NA	NA	NA	NA
18.611	response	R	NA	NA	NA	NA
19.725	response	R	NA	NA	NA	NA
20.763	response	R	NA	NA	NA	NA
22.136	response	R	NA	NA	NA	NA
22.982	response	R	NA	NA	NA	NA
24.053	response	R	NA	NA	NA	NA
25.182	response	R	NA	NA	NA	NA
26.193	response	R	NA	NA	NA	NA
27.308	response	R	NA	NA	NA	NA
28.466	response	R	NA	NA	NA	NA
29.490	response	R	NA	NA	NA	NA
30.625	response	R	NA	NA	NA	NA
31.631	response	R	NA	NA	NA	NA
32.810	response	R	NA	NA	NA	NA
33.965	response	R	NA	NA	NA	NA
35.052	response	R	NA	NA	NA	NA
36.174	response	R	NA	NA	NA	NA
37.357	response	R	NA	NA	NA	NA
38.448	response	R	NA	NA	NA	NA
39.456	response	R	NA	NA	NA	NA
40.596	response	R	NA	NA	NA	NA
41.696	response	R	NA	NA	NA	NA
42.796	response	R	NA	NA	NA	NA
44.828	response	R	NA	NA	NA	NA
44.864	response	R	NA	NA	NA	NA
45.964	response	R	NA	NA	NA	NA
47.028	response	R	NA	NA	NA	NA
48.196	response	R	NA	NA	NA	NA
49.264	response	R	NA	NA	NA	NA
50.364	response	R	NA	NA	NA	NA
51.428	response	R	NA	NA	NA	NA
52.428	response	R	NA	NA	NA	NA
53.364	response	R	NA	NA	NA	NA
54.396	response	R	NA	NA	NA	NA
55.464	response	R	NA	NA	NA	NA
56.628	response	R	NA	NA	NA	NA
57.728	response	R	NA	NA	NA	NA
58.764	response	R	NA	NA	NA	NA
59.896	response	R	NA	NA	NA	NA
60.896	response	R	NA	NA	NA	NA
61.896	response	R	NA	NA	NA	NA
62.964	response	R	NA	NA	NA	NA
64.060	response	R	NA	NA	NA	NA
65.060	response	R	NA	NA	NA	NA
66.196	response	R	NA	NA	NA	NA
67.360	response	R	NA	NA	NA	NA
69.396	response	R	NA	NA	NA	NA
69.696	response	R	NA	NA	NA	NA
70.560	response	R	NA	NA	NA	NA
71.560	response	R	NA	NA	NA	NA
72.696	response	R	NA	NA	NA	NA
73.596	response	R	NA	NA	NA	NA
74.660	response	R	NA	NA	NA	NA
75.728	response	R	NA	NA	NA	NA
76.828	response	R	NA	NA	NA	NA
77.860	response	R	NA	NA	NA	NA
78.996	response	R	NA	NA	NA	NA
80.260	response	R	NA	NA	NA	NA
81.360	response	R	NA	NA	NA	NA
82.560	response	R	NA	NA	NA	NA
83.496	response	R	NA	NA	NA	NA
84.460	response	R	NA	NA	NA	NA
85.728	response	R	NA	NA	NA	NA
86.796	response	R	NA	NA	NA	NA
87.760	response	R	NA	NA	NA	NA
